sample_id,noisy_filename,clean_filename,noise_filename,noise_category,target_snr_db,measured_snr_db,snr_error_db,duration_sec,sample_rate,channels,bit_depth,clean_rms,noise_rms_before_scaling,noise_scaling_factor,flag_large_snr_error,gender,age_group,primary_language,native_place_state,native_place_district,highest_qualification,job_category,occupation_domain
S0802,S0802_snr_15dB_helicopter.wav,male_0737.wav,freesound_community-helicopter-74745.mp3,helicopter,15,15.0,0.0,15.4106,16000,1,16,0.078759,0.031578,0.5106937,False,Male,60+,Punjabi,Punjab,Rupnagar,Graduate,Other,Government
S0803,S0803_snr_15dB_helicopter.wav,male_0740.wav,441501__lilmati__trippy-helicopter-rushing-sfx.wav,helicopter,15,15.0,0.0,13.3151,16000,1,16,0.061517,0.106954,0.10128501,False,Male,45-60,Nepali,Meghalaya,Ri Bhoi,Post Graduate,Full Time,Education and Research
S0804,S0804_snr_15dB_helicopter.wav,male_0004.wav,soumages-helicopter-429328.mp3,helicopter,15,15.0,0.0,5.5071,16000,1,16,0.167992,0.193649,0.15375818,False,Male,18-30,Gujarati,Gujarat,Sabarkantha,Post Graduate,Full Time,Information and Media
S0805,S0805_snr_15dB_helicopter.wav,male_0909.wav,gargamel10-helicopter-sound-effect-379744.mp3,helicopter,15,15.0,0.0,11.9845,16000,1,16,0.0021,0.017638,0.02312919,False,Male,45-60,Kashmiri,Jammu Kashmir,Srinagar,Doctoral (PhD) or higher level,Full Time,Education and Research
S0806,S0806_snr_15dB_helicopter.wav,male_0162.wav,freesound_community-la-distant-news-helicopter-01-52519.mp3,helicopter,15,15.0,0.0,14.0301,16000,1,16,0.056433,0.096037,0.0978313,False,Male,30-45,Maithili,Bihar,Samastipur,Doctoral (PhD) or higher level,Full Time,Education and Research
S0807,S0807_snr_15dB_helicopter.wav,male_0446.wav,361663__cell31_sound_productions__military-aircraft-flyovers_multiple-craft.wav,helicopter,15,15.0,0.0,19.4054,16000,1,16,0.040017,0.095931,0.07992677,False,Male,30-45,Maithili,Bihar,Samastipur,Doctoral (PhD) or higher level,Full Time,Education and Research
S0808,S0808_snr_15dB_helicopter.wav,male_0932.wav,"ElevenLabs_A_helicopter_flying_over_a_city,_loud_rotor_blades_chopping_the_air,_engine_whine,_faint_urban_backg.mp3",helicopter,15,15.0,0.0,4.0249,16000,1,16,0.034105,0.131147,0.04538899,False,Male,45-60,Nepali,Meghalaya,Ri Bhoi,Post Graduate,Full Time,Education and Research
S0809,S0809_snr_15dB_helicopter.wav,male_0999.wav,lolo_s-helicopter-474076.mp3,helicopter,15,15.0,0.0,7.32,16000,1,16,0.154067,0.069777,0.39254119,False,Male,18-30,Nepali,West Bengal,Kalimpong,Post Graduate,Part Time,Social service
S0810,S0810_snr_15dB_helicopter.wav,male_0956.wav,thefealdoproject-helicopter-flying-over-245480.mp3,helicopter,15,15.0,-0.0,8.64,16000,1,16,0.040247,0.183686,0.03662217,False,Male,30-45,Maithili,Bihar,Samastipur,Doctoral (PhD) or higher level,Full Time,Education and Research
S0811,S0811_snr_15dB_helicopter.wav,male_0657.wav,magiaz-helicopter-2-331267.mp3,helicopter,15,15.0,0.0,4.3806,16000,1,16,0.014129,0.048978,0.05084011,False,Male,18-30,Bodo,Assam,Kokrajhar,Post Graduate,Part Time,Education and Research
S0812,S0812_snr_15dB_wind.wav,male_0788.wav,soundreality-wind-moutain-sfx-522913.mp3,wind,15,15.0,0.0,5.6511,16000,1,16,0.030874,0.172638,0.03116773,False,Male,30-45,Kannada,Karnataka,Bangalore Urban,Post Graduate,Full Time,Education and Research
S0813,S0813_snr_15dB_wind.wav,male_0900.wav,dragon-studio-harsh-wind-515272.mp3,wind,15,15.0,0.0,4.0423,16000,1,16,0.001282,0.116659,0.00148633,False,Male,45-60,Kashmiri,Jammu Kashmir,Srinagar,Doctoral (PhD) or higher level,Full Time,Education and Research
S0814,S0814_snr_15dB_wind.wav,male_0769.wav,eryliaa-cold-strong-wind-sound-effect-336741.mp3,wind,15,15.0,0.0,7.5603,16000,1,16,0.024692,0.104046,0.04215517,False,Male,30-45,Malayalam,Kerala,Palakkad,Post Graduate,Full Time,Technology and Services
S0815,S0815_snr_15dB_wind.wav,male_0937.wav,capaholiczsfx-heavy-wind-noise-in-the-mountains-and-pine-trees-402291.mp3,wind,15,15.0,0.0,4.82,16000,1,16,0.111884,0.028034,0.89442663,False,Male,18-30,Nepali,West Bengal,Kalimpong,Post Graduate,Part Time,Social service
S0816,S0816_snr_15dB_wind.wav,male_0699.wav,soundreality-wind-winter-mistral-sfx-521892.mp3,wind,15,15.0,0.0,7.5645,16000,1,16,0.099302,0.155457,0.11084113,False,Male,18-30,Urdu,Bihar,Gaya,Graduate,Full Time,Technology and Services
S0817,S0817_snr_15dB_wind.wav,male_0118.wav,jci-21-wind-blowing-sfx-12809.mp3,wind,15,15.0,0.0,10.96,16000,1,16,0.10563,0.079794,0.29420301,False,Male,18-30,Nepali,West Bengal,Kalimpong,Post Graduate,Part Time,Social service
S0818,S0818_snr_15dB_wind.wav,male_0739.wav,dragon-studio-howling-wind-and-snow-extended-515985.mp3,wind,15,15.0,0.0,4.233,16000,1,16,0.144135,0.106005,0.66164245,False,Male,30-45,Malayalam,Kerala,Palakkad,Post Graduate,Full Time,Technology and Services
S0819,S0819_snr_15dB_wind.wav,male_0831.wav,dragon-studio-heavy-windstorm-429227.mp3,wind,15,15.0,0.0,13.52,16000,1,16,0.122984,0.213285,0.11836203,False,Male,18-30,Nepali,West Bengal,Kalimpong,Post Graduate,Part Time,Social service
S0820,S0820_snr_15dB_wind.wav,male_0012.wav,tanweraman-desert-wind-2-350417.mp3,wind,15,15.0,0.0,3.6244,16000,1,16,0.140984,0.044856,0.47997831,False,Male,18-30,Bengali,West Bengal,Kolkata,Doctoral (PhD) or higher level,Full Time,Education and Research
S0821,S0821_snr_15dB_wind.wav,male_0567.wav,sarthakraj_308-heavy-wind-storm-326096.mp3,wind,15,15.0,0.0,3.0742,16000,1,16,0.086088,0.241316,0.51612353,False,Male,30-45,Assamese,Assam,Nagaon,Post Graduate,Full Time,Education and Research
S0822,S0822_snr_15dB_wind.wav,male_0258.wav,soundreality-wind-underground-sfx-522599.mp3,wind,15,15.0,0.0,3.219,16000,1,16,0.057066,0.228371,0.04278311,False,Male,60+,Odia,Odisha,Sundergarh,Graduate,Freelance,Education and Research
S0823,S0823_snr_15dB_wind.wav,male_0542.wav,soundreality-wind-atmosphere-sfx-522603.mp3,wind,15,15.0,0.0,3.6748,16000,1,16,0.010118,0.180686,0.0096311,False,Male,30-45,Sindhi,Rajasthan,Ajmer,Post Graduate,Part Time,Government
S0824,S0824_snr_15dB_wind.wav,male_0480.wav,soundreality-wind-hanger-sfx-522598.mp3,wind,15,15.0,0.0,4.8524,16000,1,16,0.067432,0.152897,0.07724215,False,Male,45-60,Bodo,Assam,Udalguri,Doctoral (PhD) or higher level,Freelance,Education and Research
S0825,S0825_snr_15dB_wind.wav,male_0964.wav,liecio-strong-howling-wind-132281.mp3,wind,15,15.0,0.0,8.8771,16000,1,16,0.010268,0.07223,0.02412643,False,Male,18-30,Bodo,Assam,Kokrajhar,Post Graduate,Part Time,Education and Research
S0826,S0826_snr_15dB_wind.wav,male_0391.wav,dragon-studio-wind-blowing-sfx-04-423680.mp3,wind,15,15.0,0.0,3.3999,16000,1,16,0.117243,0.140174,0.132257,False,Male,18-30,Odia,Odisha,Sundergarh,Post Graduate,Full Time,Education and Research
S0827,S0827_snr_15dB_wind.wav,male_0395.wav,dragon-studio-freezing-winter-wind-499654.mp3,wind,15,15.0,0.0,19.6899,16000,1,16,0.034624,0.116573,0.04920435,False,Male,30-45,Dogri,Jammu Kashmir,Jammu,Graduate,Full Time,Technology and Services
S0828,S0828_snr_15dB_wind.wav,male_0066.wav,ElevenLabs_Wind_noise.mp3,wind,15,15.0,0.0,10.4211,16000,1,16,0.001122,0.05611,0.00316324,False,Male,45-60,Kashmiri,Jammu Kashmir,Srinagar,Doctoral (PhD) or higher level,Full Time,Education and Research
S0829,S0829_snr_15dB_wind.wav,male_0611.wav,dragon-studio-haunting-wind-515270.mp3,wind,15,15.0,0.0,3.3675,16000,1,16,0.006987,0.072564,0.01504902,False,Male,30-45,Sindhi,Rajasthan,Ajmer,Post Graduate,Part Time,Government
S0830,S0830_snr_15dB_wind.wav,male_0957.wav,nematoki-winter-wind-305577.mp3,wind,15,15.0,0.0,6.6285,16000,1,16,0.085648,0.049446,0.52058121,False,Male,30-45,Hindi,Gujarat,Vadodara,Post Graduate,Full Time,Information and Media
S0831,S0831_snr_15dB_wind.wav,male_0697.wav,dragon-studio-winter-wind-402331.mp3,wind,15,15.0,0.0,11.8029,16000,1,16,0.098999,0.082098,0.20141578,False,Male,18-30,Nepali,West Bengal,Kalimpong,Post Graduate,Part Time,Social service
S0832,S0832_snr_15dB_wind.wav,male_0812.wav,loswin23-strong-gusting-wind-537714.mp3,wind,15,15.0,0.0,13.8242,16000,1,16,0.113976,0.099417,0.20698249,False,Male,18-30,Nepali,West Bengal,Kalimpong,Post Graduate,Part Time,Social service
S0833,S0833_snr_15dB_wind.wav,male_0959.wav,spinopel-high-wind-281253.mp3,wind,15,15.0,0.0,6.67,16000,1,16,0.108908,0.091502,0.22386235,False,Male,18-30,Odia,Odisha,Sundergarh,Post Graduate,Full Time,Education and Research
S0834,S0834_snr_15dB_wind.wav,male_0643.wav,ElevenLabs_Wind.mp3,wind,15,15.0,0.0,3.8304,16000,1,16,0.174927,0.044386,0.64935445,False,Male,18-30,Nepali,West Bengal,Kalimpong,Post Graduate,Part Time,Social service
S0835,S0835_snr_20dB_armored_vehicle.wav,male_0157.wav,started-engine-of-military-equipment.mp3,armored_vehicle,20,20.0,0.0,5.5429,16000,1,16,0.064971,0.259224,0.02415395,False,Male,30-45,Maithili,Bihar,Samastipur,Doctoral (PhD) or higher level,Full Time,Education and Research
S0836,S0836_snr_20dB_armored_vehicle.wav,male_0113.wav,the-tank-passes-the-sounds-of-caterpillars.mp3,armored_vehicle,20,20.0,0.0,5.163,16000,1,16,0.07139,0.04002,0.76895571,False,Male,45-60,Kannada,Karnataka,Shimoga,Post Graduate,Other,Manufacturing
S0837,S0837_snr_20dB_armored_vehicle.wav,male_0049.wav,chrysalyn-bus-starting-engine-and-driving-away-sound-effect-538184.mp3,armored_vehicle,20,20.0,0.0,16.2711,16000,1,16,0.132899,0.219868,0.06373302,False,Male,30-45,Urdu,Gujarat,Ahmedabad,Graduate,Full Time,Technology and Services
S0838,S0838_snr_20dB_armored_vehicle.wav,male_0774.wav,182793__qubodup__military-vehicle-humming.flac,armored_vehicle,20,20.0,0.0,5.8232,16000,1,16,0.090448,0.172256,0.05312423,False,Male,18-30,Odia,Odisha,Sundergarh,Post Graduate,Full Time,Education and Research
S0839,S0839_snr_20dB_armored_vehicle.wav,male_0094.wav,magiaz-war_tank-481284.mp3,armored_vehicle,20,20.0,0.0,17.3141,16000,1,16,0.133568,0.175346,0.07562155,False,Male,30-45,Urdu,Gujarat,Ahmedabad,Graduate,Full Time,Technology and Services
S0840,S0840_snr_20dB_armored_vehicle.wav,male_0506.wav,"Tank column, the movement of a group of tanks (1).mp3",armored_vehicle,20,20.0,0.0,6.0168,16000,1,16,0.009689,0.146627,0.00457631,False,Male,30-45,Sindhi,Rajasthan,Ajmer,Post Graduate,Part Time,Government
S0841,S0841_snr_20dB_armored_vehicle.wav,male_0522.wav,Movement of tank with creaking of caterpillars.mp3,armored_vehicle,20,20.0,0.0,6.352,16000,1,16,0.029373,0.086091,0.03282018,False,Male,18-30,Dogri,Jammu Kashmir,Jammu,Senior Secondary Level at School (10+2),Full Time,Technology and Services
S0842,S0842_snr_20dB_armored_vehicle.wav,male_0142.wav,freesound_community-military-vehicle-humming-33760 (1).mp3,armored_vehicle,20,20.0,-0.0,8.5007,16000,1,16,0.064327,0.155391,0.04143198,False,Male,45-60,Telugu,Telangana,Hyderabad,Doctoral (PhD) or higher level,Full Time,Education and Research
S0843,S0843_snr_20dB_armored_vehicle.wav,male_0882.wav,freesound_community-2019-09-ww-ii-army-trucks-mixdown-waalre-52297.mp3,armored_vehicle,20,20.0,0.0,9.1675,16000,1,16,0.068397,0.066907,0.22343478,False,Male,30-45,Maithili,Bihar,Samastipur,Doctoral (PhD) or higher level,Full Time,Education and Research
S0844,S0844_snr_20dB_armored_vehicle.wav,male_0926.wav,the-sound-of-pouring-liquid-from-a-tank-truck.mp3,armored_vehicle,20,20.0,0.0,8.6212,16000,1,16,0.053866,0.353508,0.01517869,False,Male,30-45,Tamil,Karnataka,Bangalore Rural,Doctoral (PhD) or higher level,Full Time,Education and Research
S0845,S0845_snr_20dB_armored_vehicle.wav,male_0409.wav,magiaz-guerra-434777.mp3,armored_vehicle,20,20.0,0.0,7.8012,16000,1,16,0.066484,0.043261,0.16475734,False,Male,18-30,Konkani,Goa,South Goa,Post Graduate,Full Time,Technology and Services
S0846,S0846_snr_20dB_armored_vehicle.wav,male_0598.wav,lesiakower-diesel-engine-idle-bus-engine-idling-408780.mp3,armored_vehicle,20,20.0,0.0,9.0,16000,1,16,0.050084,0.168971,0.02947697,False,Male,60+,Konkani,Goa,North Goa,Graduate,Full Time,Financial Services (Banking and Insurance)
S0847,S0847_snr_20dB_armored_vehicle.wav,male_0439.wav,"1914-18_ tank starts, drives off and roars at speed.mp3",armored_vehicle,20,20.0,0.0,5.9184,16000,1,16,0.074235,0.082511,0.16232582,False,Male,30-45,Dogri,Jammu Kashmir,Jammu,Graduate,Full Time,Technology and Services
S0848,S0848_snr_20dB_armored_vehicle.wav,male_0599.wav,mixkit-very-old-war-tank-2756.wav,armored_vehicle,20,20.0,0.0,8.0,16000,1,16,0.077797,0.08289,0.09800796,False,Male,18-30,Nepali,West Bengal,Kalimpong,Post Graduate,Part Time,Social service
S0849,S0849_snr_20dB_armored_vehicle.wav,male_0765.wav,tracked-tank-rides-metal-grinding.mp3,armored_vehicle,20,20.0,0.0,4.7,16000,1,16,0.10649,0.083532,0.11101066,False,Male,30-45,Hindi,Gujarat,Vadodara,Post Graduate,Full Time,Information and Media
S0850,S0850_snr_20dB_armored_vehicle.wav,male_0270.wav,Tank in motion_ creaking and grinding of caterpillars.mp3,armored_vehicle,20,20.0,0.0,5.4039,16000,1,16,0.108116,0.109602,0.09226267,False,Male,45-60,Urdu,Gujarat,Ahmedabad,Diploma Holder,Other,Government
S0851,S0851_snr_20dB_armored_vehicle.wav,male_0552.wav,magiaz-war_tank-481278.mp3,armored_vehicle,20,20.0,0.0,4.8123,16000,1,16,0.046845,0.186773,0.02450793,False,Male,18-30,Assamese,Assam,Lakhimpur,Post Graduate,Full Time,Technology and Services
S0852,S0852_snr_20dB_armored_vehicle.wav,male_0975.wav,freesound_community-tracked-vehicle-91010.mp3,armored_vehicle,20,20.0,0.0,8.3,16000,1,16,0.09911,0.119053,0.08185243,False,Male,18-30,Nepali,West Bengal,Kalimpong,Post Graduate,Part Time,Social service
S0853,S0853_snr_20dB_armored_vehicle.wav,male_0763.wav,mixkit-tank-engine-working-2753.wav,armored_vehicle,20,20.0,0.0,25.4898,16000,1,16,0.090364,0.048874,0.18294481,False,Male,30-45,Urdu,Gujarat,Ahmedabad,Graduate,Full Time,Technology and Services
S0854,S0854_snr_20dB_armored_vehicle.wav,male_0253.wav,Military armored personnel carrier approaching and passing by (2).mp3,armored_vehicle,20,20.0,0.0,3.04,16000,1,16,0.081206,0.041701,0.13717022,False,Male,18-30,Konkani,Goa,South Goa,Post Graduate,Full Time,Technology and Services
S0855,S0855_snr_20dB_armored_vehicle.wav,male_0993.wav,articbay-vehicle-idle-start-190010.mp3,armored_vehicle,20,20.0,0.0,22.9758,16000,1,16,0.031389,0.044715,0.06900681,False,Male,18-30,Kashmiri,Jammu Kashmir,Srinagar,Post Graduate,Other,Education and Research
S0856,S0856_snr_20dB_armored_vehicle.wav,male_0272.wav,1914-18_ inside the tank.mp3,armored_vehicle,20,20.0,0.0,4.6294,16000,1,16,0.083518,0.170514,0.04947371,False,Male,45-60,Malayalam,Kerala,Pathanamthitta,Graduate,Full Time,Government
S0857,S0857_snr_20dB_armored_vehicle.wav,male_0147.wav,the-sound-of-a-tanker-truck-being-pumped-out.mp3,armored_vehicle,20,20.0,0.0,7.8454,16000,1,16,0.042381,0.296614,0.01375778,False,Male,60+,Assamese,Assam,Biswanath,Post Graduate,Other,Education and Research
S0858,S0858_snr_20dB_armored_vehicle.wav,male_0470.wav,mixkit-truck-accelerating-1617.wav,armored_vehicle,20,20.0,0.0,3.9085,16000,1,16,0.015939,0.146757,0.01155213,False,Male,18-30,Kannada,Karnataka,Bangalore Urban,Graduate,Part Time,Information and Media
S0859,S0859_snr_20dB_artillery.wav,male_0659.wav,vishiv-futuristic-bloom-laser-gun-effects-435016 (2).mp3,artillery,20,20.0,0.0,4.9694,16000,1,16,0.051593,0.130688,0.03073077,False,Male,18-30,Konkani,Goa,South Goa,Post Graduate,Full Time,Technology and Services
S0860,S0860_snr_20dB_artillery.wav,male_0406.wav,vishiv-futuristic-laser-gun-effects-pack-1-435013.mp3,artillery,20,20.0,0.0,26.4312,16000,1,16,0.07651,0.078626,0.092819,False,Male,18-30,Konkani,Goa,South Goa,Post Graduate,Full Time,Technology and Services
S0861,S0861_snr_20dB_artillery.wav,male_0512.wav,freesound_community-cannon-100972.mp3,artillery,20,20.0,0.0,9.7885,16000,1,16,0.094008,0.365102,0.02538973,False,Male,18-30,Nepali,West Bengal,Kalimpong,Post Graduate,Part Time,Social service
S0862,S0862_snr_20dB_artillery.wav,male_0672.wav,magiazzz-cannon_shot_1-1782958714819-560881.mp3,artillery,20,20.0,0.0,3.6901,16000,1,16,0.033249,0.182335,0.06454912,False,Male,18-30,Dogri,Jammu Kashmir,Jammu,Senior Secondary Level at School (10+2),Full Time,Technology and Services
S0863,S0863_snr_20dB_artillery.wav,male_0218.wav,magiaz-tank_gunfire-496052.mp3,artillery,20,20.0,0.0,23.0961,16000,1,16,0.015846,0.078435,0.02162158,False,Male,30-45,Maithili,Bihar,Sitamarhi,Graduate,Part Time,Education and Research
S0864,S0864_snr_20dB_artillery.wav,male_0323.wav,trading_nation-distorted-impact-explosion-185554.mp3,artillery,20,20.0,0.0,5.5476,16000,1,16,0.105138,0.090196,0.12952138,False,Male,30-45,Gujarati,Gujarat,Sabarkantha,Post Graduate,Part Time,Education and Research
S0865,S0865_snr_20dB_artillery.wav,male_0736.wav,freesound_community-bit-cannon-85932 (1).mp3,artillery,20,20.0,0.0,9.0388,16000,1,16,0.026555,0.336872,0.00798397,False,Male,18-30,Dogri,Jammu Kashmir,Jammu,Senior Secondary Level at School (10+2),Full Time,Technology and Services
S0866,S0866_snr_20dB_artillery.wav,male_0581.wav,freesound_community-boom-2-103151.mp3,artillery,20,20.0,0.0,5.0689,16000,1,16,0.091029,0.085796,0.11788173,False,Male,30-45,Bodo,Assam,Kokrajhar,Post Graduate,Other,Education and Research
S0867,S0867_snr_20dB_artillery.wav,male_0217.wav,universfield-cannon-shot-352459.mp3,artillery,20,20.0,0.0,7.6388,16000,1,16,0.172969,0.088168,0.19565465,False,Male,18-30,Gujarati,Gujarat,Sabarkantha,Post Graduate,Full Time,Information and Media
S0868,S0868_snr_20dB_artillery.wav,male_0068.wav,freesound_community-cannon-fodder-v2-morphagene-reel-by-mudlogger-16930.mp3,artillery,20,20.0,0.0,6.0,16000,1,16,0.065293,0.043125,0.17564582,False,Male,45-60,Malayalam,Kerala,Pathanamthitta,Graduate,Full Time,Government
S0869,S0869_snr_20dB_artillery.wav,male_0275.wav,freesound_community-incoming-mortar-3-86033.mp3,artillery,20,20.0,0.0,12.1661,16000,1,16,0.030855,0.255451,0.01215883,False,Male,30-45,Maithili,Bihar,Darbhanga,Post Graduate,Full Time,Education and Research
S0870,S0870_snr_20dB_artillery.wav,male_0411.wav,soundtaker-heavy-shot-sound-477215 (2).mp3,artillery,20,20.0,-0.0,7.3133,16000,1,16,0.107578,0.162408,0.11707463,False,Male,30-45,Urdu,Gujarat,Ahmedabad,Graduate,Full Time,Technology and Services
S0871,S0871_snr_20dB_artillery.wav,male_0324.wav,kuzu420-pow-with-echo-280695.mp3,artillery,20,20.0,0.0,3.6601,16000,1,16,0.052051,0.030758,0.20891433,False,Male,18-30,Konkani,Goa,South Goa,Post Graduate,Full Time,Technology and Services
S0872,S0872_snr_20dB_artillery.wav,male_0825.wav,adamsmith3-war-sound-effect-179574.mp3,artillery,20,20.0,0.0,3.7571,16000,1,16,0.119406,0.175142,0.07519414,False,Male,30-45,Hindi,Gujarat,Vadodara,Post Graduate,Full Time,Information and Media
S0873,S0873_snr_20dB_artillery.wav,male_0983.wav,freesound_community-tribute-cannon-104430 (1).mp3,artillery,20,20.0,0.0,4.814,16000,1,16,0.045425,0.05706,5.06095912,False,Male,30-45,Bodo,Assam,Kokrajhar,Post Graduate,Other,Education and Research
S0874,S0874_snr_20dB_artillery.wav,male_0842.wav,freesound_community-21-gun-salute-25444.mp3,artillery,20,20.0,-0.0,5.0401,16000,1,16,0.103819,0.093145,0.1045173,False,Male,18-30,Odia,Odisha,Sundergarh,Post Graduate,Full Time,Education and Research
S0875,S0875_snr_20dB_artillery.wav,male_0235.wav,freesound_community-telskuf_iraq_gun-82882.mp3,artillery,20,20.0,0.0,3.0597,16000,1,16,0.054162,0.067198,0.07228861,False,Male,45-60,Malayalam,Kerala,Pathanamthitta,Graduate,Full Time,Government
S0876,S0876_snr_20dB_artillery.wav,male_0058.wav,universfield-cannon-shot-326182.mp3,artillery,20,20.0,0.0,6.3986,16000,1,16,0.011349,0.115261,0.00978445,False,Male,18-30,Bodo,Assam,Kokrajhar,Post Graduate,Part Time,Education and Research
S0877,S0877_snr_20dB_artillery.wav,male_0795.wav,ejah_music-cannon-blast-with-reverb-378282.mp3,artillery,20,20.0,0.0,3.1617,16000,1,16,0.067022,0.116544,0.10587235,False,Male,30-45,Tamil,Karnataka,Bangalore Rural,Doctoral (PhD) or higher level,Full Time,Education and Research
S0878,S0878_snr_20dB_artillery.wav,male_0787.wav,magiaz-tiro_de_canhao-397924.mp3,artillery,20,20.0,0.0,3.5655,16000,1,16,0.113337,0.031031,0.76894763,False,Male,30-45,Bodo,Assam,Kokrajhar,Post Graduate,Other,Education and Research
S0879,S0879_snr_20dB_artillery.wav,male_0864.wav,freesound_community-cannon_charge_mac-82081.mp3,artillery,20,20.0,0.0,10.3936,16000,1,16,0.009152,0.070122,0.01258862,False,Male,18-30,Bodo,Assam,Kokrajhar,Post Graduate,Part Time,Education and Research
S0880,S0880_snr_20dB_artillery.wav,male_0333.wav,magiaz-canhao-397921.mp3,artillery,20,20.0,0.0,3.2591,16000,1,16,0.020344,0.028278,0.09011226,False,Male,18-30,Dogri,Jammu Kashmir,Jammu,Senior Secondary Level at School (10+2),Full Time,Technology and Services
S0881,S0881_snr_20dB_artillery.wav,male_0702.wav,freesound_community-explosion-36210.mp3,artillery,20,20.0,0.0,5.48,16000,1,16,0.115259,0.273704,0.04180008,False,Male,45-60,Kannada,Karnataka,Shimoga,Post Graduate,Other,Manufacturing
S0882,S0882_snr_20dB_artillery.wav,male_0225.wav,freesound_community-laser-cannon-02-33201 (1).mp3,artillery,20,20.0,0.0,3.0013,16000,1,16,0.135297,0.065798,0.18599,False,Male,30-45,Kannada,Karnataka,Shimoga,Post Graduate,Full Time,Education and Research
S0883,S0883_snr_20dB_drone.wav,male_0571.wav,sudden-sharp-sting-silent-s4g2uv4n.wav,drone,20,20.0,-0.0,6.3487,16000,1,16,0.105337,0.148043,0.05690395,False,Male,30-45,Malayalam,Kerala,Palakkad,Post Graduate,Full Time,Technology and Services
S0884,S0884_snr_20dB_drone.wav,male_0705.wav,dark-ambient-drone-with-r-jsf774r3.wav,drone,20,20.0,0.0,4.72,16000,1,16,0.107524,0.150941,0.08958671,False,Male,18-30,Nepali,West Bengal,Kalimpong,Post Graduate,Part Time,Social service
S0885,S0885_snr_20dB_drone.wav,male_0656.wav,slow-rising-narrowband-dr-2n4qqn7s.wav,drone,20,20.0,0.0,8.3457,16000,1,16,0.182045,0.10869,0.15648506,False,Male,18-30,Gujarati,Gujarat,Sabarkantha,Post Graduate,Full Time,Information and Media
S0886,S0886_snr_20dB_drone.wav,male_0277.wav,dark-warm-atmospheric-dro-jtao2ekl.wav,drone,20,20.0,0.0,5.0607,16000,1,16,0.093747,0.133116,0.05487555,False,Male,60+,Marathi,Maharashtra,Solapur,Graduate,Full Time,Healthcare (Medical &amp; Pharma)
S0887,S0887_snr_20dB_drone.wav,male_0389.wav,soft-ambient-drone-in-dve-n4kpzwqx.wav,drone,20,20.0,0.0,6.02,16000,1,16,0.056407,0.160558,0.03234116,False,Male,60+,Assamese,Assam,Biswanath,Post Graduate,Other,Education and Research
S0888,S0888_snr_20dB_drone.wav,male_0474.wav,low-hollow-drone--subtle-ydfs2sei.wav,drone,20,20.0,0.0,4.3734,16000,1,16,0.031906,0.23906,0.01273574,False,Male,45-60,Bodo,Assam,Udalguri,Doctoral (PhD) or higher level,Freelance,Education and Research
S0889,S0889_snr_20dB_drone.wav,male_0168.wav,low-sub-drone-uudnptdc.wav,drone,20,20.0,0.0,11.2,16000,1,16,0.093392,0.403872,0.02295606,False,Male,18-30,Nepali,West Bengal,Kalimpong,Post Graduate,Part Time,Social service
S0890,S0890_snr_20dB_drone.wav,male_0995.wav,se_qnumchpjlakzyvc4.wav,drone,20,20.0,0.0,9.097,16000,1,16,0.057026,0.067073,0.08525126,False,Male,30-45,Dogri,Jammu Kashmir,Jammu,Graduate,Full Time,Technology and Services
S0891,S0891_snr_20dB_drone.wav,male_0747.wav,tanpura-sound-with-drone--3rcrcstr.wav,drone,20,20.0,0.0,7.6667,16000,1,16,0.1389,0.137231,0.09380427,False,Male,30-45,Urdu,Gujarat,Ahmedabad,Graduate,Full Time,Technology and Services
S0892,S0892_snr_20dB_drone.wav,male_0547.wav,fpv-drone-sound-rwi7jhtn.wav,drone,20,20.0,0.0,7.5544,16000,1,16,0.072833,0.225763,0.03221957,False,Male,45-60,Tamil,Tamil Nadu,Karur,Post Graduate,Full Time,Information and Media
S0893,S0893_snr_20dB_drone.wav,male_0176.wav,cold-drone--chorus-whispe-tyxr4vcq.wav,drone,20,20.0,0.0,6.9003,16000,1,16,0.069002,0.143222,0.04795148,False,Male,60+,Marathi,Maharashtra,Solapur,Graduate,Full Time,Healthcare (Medical &amp; Pharma)
S0894,S0894_snr_20dB_drone.wav,male_0908.wav,generate-a-continuous-sof-562ee4bf.wav,drone,20,20.0,0.0,11.9462,16000,1,16,0.103075,0.177755,0.05824513,False,Male,18-30,Odia,Odisha,Sundergarh,Post Graduate,Full Time,Education and Research
S0895,S0895_snr_20dB_drone.wav,male_0624.wav,se_sxj5p7qluae4c5bc.wav,drone,20,20.0,0.0,6.1116,16000,1,16,0.184575,0.244003,0.06939319,False,Male,18-30,Gujarati,Gujarat,Sabarkantha,Post Graduate,Full Time,Information and Media
S0896,S0896_snr_20dB_drone.wav,male_0074.wav,paisagens-sonoras-sombria-z2rvbntw.wav,drone,20,20.0,0.0,14.8696,16000,1,16,0.019413,0.095198,0.0177027,False,Male,30-45,Dogri,Jammu Kashmir,Jammu,Graduate,Full Time,Technology and Services
S0897,S0897_snr_20dB_drone.wav,male_0664.wav,se_nwermp3wifo5crx6.wav,drone,20,20.0,0.0,5.4867,16000,1,16,0.139532,0.172925,0.070169,False,Male,45-60,Nepali,Meghalaya,Ri Bhoi,Post Graduate,Full Time,Education and Research
S0898,S0898_snr_20dB_drone.wav,male_0700.wav,fpv-drone-noise-coming-pa-57d24j2y.wav,drone,20,20.0,0.0,24.3773,16000,1,16,0.081585,0.160595,0.04938855,False,Male,60+,Punjabi,Punjab,Rupnagar,Graduate,Other,Government
